model,universe,lookback,seed,rmse,mae,hit_ratio,non_tiny_hit_ratio,extreme_hit_ratio,pairwise_hit,ic,long_short_sharpe,long_short_sortino,max_drawdown,cumulative_return,scenario,n_dates,n_currency_obs
mlp,core6,10,42,0.005445878037401206,0.003931190765067647,0.4853613906678865,0.5013723696248856,0.5045731707317073,0.4885025922537359,-0.016627326082365123,0.24794292387236977,0.40757972750995014,-0.13500911285609618,0.06680831730818682,all_test,1093,6558
mlp,core6,10,42,0.009936909592722526,0.008422735277572695,0.5282485875706214,0.5103578154425612,0.5633802816901409,0.487758945386064,-0.02082324455205812,1.2912234988301527,2.3240120491289407,-0.08797264946406358,0.0819751304879901,high_fx_vol,177,1062
mlp,core6,10,42,0.01171857418274775,0.0093609856627793,0.51440329218107,0.5267489711934157,0.4897959183673469,0.49465020576131685,-0.012345679012345678,0.07571194652330925,0.14467300494935953,-0.10089153737135348,0.0030149931808409747,large_abs_move,81,486
mlp,core6,10,42,0.009936344882755611,0.0074081187824973915,0.5033333333333333,0.53,0.525,0.5113333333333333,0.02114285714285714,1.4233300149179364,2.91875766925723,-0.08218310429219855,0.07328611000775709,cross_section_dispersion,100,600
mlp,core6,10,42,0.006149430000920852,0.004317624971021802,0.5193156732891833,0.5496688741721855,0.559228650137741,0.49801324503311256,0.0022558127029913165,1.18645643138417,2.052645417859095,-0.06538127677868033,0.1053216039531435,risk_off,302,1812
mlp,core6,10,42,0.006082405610745965,0.004424953440911298,0.47890295358649787,0.479957805907173,0.4868421052631579,0.500210970464135,0.006970724519507303,1.4821462359959117,2.8007922600697244,-0.05030068160795054,0.1239191238632884,dollar_shock,316,1896
mlp,core6,10,42,0.005930923399875256,0.004246772222063893,0.48978644382544106,0.4809656453110492,0.46635730858468677,0.5021355617455896,0.015426569726230667,1.1185871194941208,2.1749088496331557,-0.07600425256168819,0.10933508089146926,commodity_shock,359,2154
mlp,core6,10,42,0.006291588612655707,0.0044401713377490385,0.49867724867724866,0.5066137566137566,0.5148514851485149,0.5124338624338625,0.032643183500541864,1.7756976640024686,3.0777137622003026,-0.059760498617833946,0.13926594710164863,yield_shock,252,1512
mlp,core6,10,42,0.006369295038725747,0.004385067019841638,0.5084388185654009,0.49156118143459915,0.5,0.48565400843881856,-0.02478807049994411,0.7986985946417985,1.5637114030927677,-0.04064692245447077,0.03648145765009758,vix_spike,158,948
mlp,core6,10,42,0.0057459107613439435,0.0041334475476198385,0.49002267573696145,0.49523809523809526,0.4977324263038549,0.49551020408163265,-0.0011367611760778455,0.5606002008496254,0.9400523091052413,-0.12690509004369233,0.10878485638431812,macro_shock_union,735,4410
